Age,CreditScore,Balance,EstimatedSalary,Gender_Male,Geography_Germany,Geography_Spain,HasCrCard,NumOfProducts,IsActiveMember,Tenure,Exited
-0.6566948721976219,-0.9219609907644536,1.4593831148322047,0.6818717268020743,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0
-0.7523602334326167,-0.8392097788402395,0.6345423704720241,0.7872781175233476,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.10862801768233665,-0.6737073549918114,1.3861742279924945,0.639831052681025,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0
-0.46536414972763224,1.2606022237366923,-1.2168146359229246,1.2288128358241244,1.0,0.0,0.0,1.0,2.0,0.0,9.0,0
0.7782855463273004,0.5779047253619263,1.0946818761282182,0.707666649453387,0.0,1.0,0.0,1.0,1.0,0.0,10.0,1
0.49128946262231593,1.9846753280735654,1.049150869553568,0.492251454425751,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1
-0.5610295109626271,0.3606827940608644,-1.2168146359229246,-0.7231510662886231,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0
0.5869548238573108,1.0020046864735235,0.6273579670056304,1.5476828497200226,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
-0.08270270478765299,-2.1218535636655576,0.6988169940036211,1.3116548925712972,0.0,1.0,0.0,1.0,2.0,0.0,6.0,0
-0.08270270478765299,-1.1702146265370958,-1.2168146359229246,0.7091248639419573,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0
1.7349391586772487,-1.6460340951013266,0.5806052027710489,-1.0220196371043218,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1
0.2999587401523263,0.3503388925703376,0.43888307883740907,-1.1994426721358493,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0
-0.2740334272576426,0.7744388536819348,0.6844857253182636,0.538269345246711,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1
-0.46536414972763224,-0.21857568940863406,-1.2168146359229246,1.395592605125014,1.0,0.0,1.0,1.0,2.0,1.0,8.0,0
-0.08270270478765299,0.3813705970419179,1.1004595578351648,0.6441387355480455,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
-0.2740334272576426,-2.277012086023459,1.0129007936062433,0.38560473137123014,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0
0.3956241013873211,0.47446571045665875,0.6134376940036693,1.0363833408177863,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0
-0.1783680660226478,1.1985388147935319,0.38193178237166736,0.8249661792564934,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0
-1.61334848454757,0.20552427170296303,0.6278766044156305,-1.088584196812949,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
-0.2740334272576426,-0.6323317490297043,1.0347673039935865,0.6277130925217247,0.0,1.0,0.0,1.0,2.0,0.0,9.0,0
-1.0393563171376012,0.5468730208903461,0.08537481508174591,1.0871079025290498,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0
-0.36969878849263743,0.5675608238713996,-1.2168146359229246,-0.5865800680148708,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0
-0.36969878849263743,0.050365749345061654,0.10234210291993971,-0.19683798501637859,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0
0.012962656447341837,0.060709650835588415,-1.2168146359229246,-0.021688834771453537,1.0,0.0,0.0,1.0,2.0,1.0,10.0,0
-1.3263524008425855,-1.0460878086507748,-1.2168146359229246,1.5736240101555208,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0
0.49128946262231593,1.188194913303005,-1.2168146359229246,1.0365892533324108,1.0,0.0,0.0,1.0,2.0,1.0,6.0,0
0.2999587401523263,1.2606022237366923,-0.012457557873195458,-0.12587883244087647,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1
1.5436084362072588,-0.12548057599389323,1.282979500350244,0.15339075277897757,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1
-0.46536414972763224,0.505497414928239,0.6676161331753033,1.4759522624751567,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0
-0.1783680660226478,0.20552427170296303,1.5192729823082713,1.7019088945509662,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0
0.3956241013873211,1.4157607460945938,0.9042158566476179,-1.3737310490888062,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
0.10862801768233665,1.6122948744146022,0.07639290707497173,0.7406211519729216,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0
-0.46536414972763224,2.0674265399977796,-1.2168146359229246,-0.8213706418722595,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0
-0.2740334272576426,-0.6737073549918114,-1.2168146359229246,1.3907974629773747,1.0,0.0,1.0,1.0,2.0,1.0,10.0,0
1.1609469912672796,0.5985925283429798,-0.08177706518755795,-0.12533204537592618,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1
0.012962656447341837,-1.377092656347631,-1.2168146359229246,-1.5210013448895094,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0
-0.36969878849263743,-1.4805316712528986,-1.2168146359229246,-0.043558756111989345,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0
-1.5176831233125754,0.6399681343050869,-1.2168146359229246,-0.5785175609026556,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0
-1.5176831233125754,-1.7701609129876479,0.7655819754544388,-0.08667808568032975,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0
-1.709013845782565,-0.2082317879181073,0.1598794131372218,0.5717218889031339,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
0.2042933789173315,-0.36339031027600865,-1.2168146359229246,0.8523433496297009,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0
-0.8480255946676115,0.505497414928239,-1.2168146359229246,0.1390771441802493,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0
-0.2740334272576426,0.9813168834924699,-0.13837014410411005,0.5316027757968236,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0
